Modelo,Bootloader,Flash,Firmware,Hora,Fecha,Rev,Serie,Usuario
118-4719,1.03,1.0,1.04,3:40:39 PM,2/15/2019,B,AC,Produccion
118-4719,1.03,1.0,1.04,3:49:37 PM,2/15/2019,B,AD,Produccion
