Modelo,Bootloader,Flash,Firmware,Hora,Fecha,Rev,Serie,Usuario
102-9739,1.03,1.0,1.03,3:37:23 PM,3/16/2021,B,49,Ivan
102-9739,1.03,1.0,1.03,3:40:50 PM,3/16/2021,B,4A,Ivan
