Modelo,Bootloader,Flash,Firmware,Hora,Fecha,Rev,Serie,Usuario
118-4719,1.03,1.0,1.04,12:26:44 PM,10/10/2018,B,1,Ivan
118-4719,1.03,1.0,1.04,1:26:04 PM,10/10/2018,B,2,Ivan
118-4719,1.03,1.0,1.04,1:28:41 PM,10/10/2018,B,3,Ivan
118-4719,1.03,1.0,1.04,1:31:24 PM,10/10/2018,B,4,Ivan
