Modelo,Bootloader,Flash,Firmware,Hora,Fecha,Rev,Serie,Usuario
102-9739,1.03,1.0,1.03,1:54:05 PM,12/13/2018,B,D,Iva
118-4719,1.03,1.0,1.04,2:04:23 PM,12/13/2018,B,5,Iva
118-4852,1.03,1.0,4.7,3:21:27 PM,12/13/2018,B,1,Iva
118-4852,1.03,1.0,4.7,3:23:47 PM,12/13/2018,B,2,Iva
118-6048,1.03,1.0,5.02,3:31:19 PM,12/13/2018,B,4,Iva
118-4852,1.03,1.0,4.7,3:38:32 PM,12/13/2018,B,3,Iva
