Modelo,Bootloader,Flash,Firmware,Hora,Fecha,Rev,Serie,Usuario
102-9739,--,--,--,11:32:46 AM,10/4/2018,1,65000,Ivan Reyez
102-9739,1.03,1.0,1.02,11:34:58 AM,10/4/2018,1,65000,Ivan Reyez
102-9739,1.03,1.0,1.02,11:36:28 AM,10/4/2018,1,FDE8,Ivan Reyez
118-6048,1.03,1.0,5.02,2:48:27 PM,10/4/2018,4,1,Ivan Reyez
118-6048,1.03,1.0,5.02,2:57:33 PM,10/4/2018,4,2,Ivan Reyez
118-6048,1.03,1.0,5.02,3:00:42 PM,10/4/2018,4,3,Ivan Reyez
118-6048,1.03,1.0,5.02,3:24:29 PM,10/4/2018,4,4,Ivan Reyez
